 Text, Emotion
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary. Mereka selalu bersedia membantu saya dengan segala kebutuhan saya.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary biasa saja. Mereka tidak terlalu ramah tetapi juga tidak terlalu jutek.,Biasa Saja
Saya kesal denganPelayanan tata usaha di kampus STAI Al-Azhary. Mereka sangat jutek dan tidak ramah dan selalu membuat saya menunggu lama.,Kesal
Saya kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak bisa menyelesaikan masalah saya dan malah membuat saya semakin bingung.,Kecewa
Saya sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak bisa memberikan saya informasi yang dibutuhkan dan malah membuat saya semakin stres.,Sedih
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu memberikan layanan yang ramah dan profesional.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary berjalan dengan biasa saja Tidak ada yang istimewa tapi juga tidak ada masalah besar.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-AzharyMereka terkesan kurang peduli dengan kebutuhan mahasiswa.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan solusi yang memuaskan dan terkesan acuh tak acuh.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary  Mereka tidak memberikan dukungan yang dibutuhkan dan membuat saya merasa sendiri.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sangat memuaskan Semua proses berjalan dengan lancar dan cepat.,Senang
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu ramah dan siap membantu dengan senyum.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary biasa saja Tidak ada yang istimewa tetapi juga tidak ada masalah besar.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka terlalu lambat dalam menanggapi pertanyaan mahasiswa.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan solusi yang memuaskan dan terkesan acuh tak acuh.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan dukungan yang dibutuhkan dan membuat saya merasa sendiri.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sungguh luar biasa Mereka sangat responsif penuh perhatian dan selalu memberikan solusi dengan cepat.,Senang
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu memberikan layanan yang ramah dan profesional.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary berjalan dengan biasa saja Tidak ada yang istimewa tapi juga tidak ada masalah besar.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka terkesan kurang peduli dengan kebutuhan mahasiswa.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan solusi yang memuaskan dan terkesan acuh tak acuh.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan dukungan yang dibutuhkan dan membuat saya merasa sendiri.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sungguh luar biasa Mereka sangat responsif penuh perhatian dan selalu memberikan solusi dengan cepat.,Senang
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu memberikan layanan yang ramah dan profesional.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary berjalan dengan biasa saja Tidak ada yang istimewa tapi juga tidak ada masalah besar.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka terkesan kurang peduli dengan kebutuhan mahasiswa.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan solusi yang memuaskan dan terkesan acuh tak acuh.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan dukungan yang dibutuhkan dan membuat saya merasa sendiri.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sungguh luar biasa Mereka sangat responsif penuh perhatian dan selalu memberikan solusi dengan cepat.,Senang
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu memberikan layanan yang ramah dan profesional.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary berjalan dengan biasa saja Tidak ada yang istimewa tapi juga tidak ada masalah besar.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka terkesan kurang peduli dengan kebutuhan mahasiswa.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan solusi yang memuaskan dan terkesan acuh tak acuh.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan dukungan yang dibutuhkan dan membuat saya merasa sendiri.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sungguh luar biasa Mereka sangat responsif penuh perhatian dan selalu memberikan solusi dengan cepat.,Senang
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu memberikan layanan yang ramah dan profesional.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary berjalan dengan biasa saja Tidak ada yang istimewa  tapi juga tidak ada masalah besar.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary  Mereka terkesan kurang peduli dengan kebutuhan mahasiswa.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan solusi yang memuaskan dan terkesan acuh tak acuh.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan dukungan yang dibutuhkan dan membuat saya merasa sendiri.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sungguh luar biasa  Mereka sangat responsif penuh perhatian dan selalu memberikan solusi dengan cepat.,Senang
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu memberikan layanan yang ramah dan profesional.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary berjalan dengan biasa saja Tidak ada yang istimewa tapi juga tidak ada masalah besar.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka terkesan kurang peduli dengan kebutuhan mahasiswa.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan solusi yang memuaskan dan terkesan acuh tak acuh.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan dukungan yang dibutuhkan dan membuat saya merasa sendiri.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sungguh luar biasa Mereka sangat responsif penuh perhatiandan selalu memberikan solusi dengan cepat.,Senang
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu memberikan layanan yang ramah dan profesional.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary berjalan dengan biasa saja Tidak ada yang istimewa tapi juga tidak ada masalah besar.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka terkesan kurang peduli dengan kebutuhan mahasiswa.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan solusi yang memuaskan dan terkesan acuh tak acuh.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan dukungan yang dibutuhkan dan membuat saya merasa sendiri.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sungguh luar biasa Mereka sangat responsif penuh perhatian dan selalu memberikan solusi dengan cepat.,Senang
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu memberikan layanan yang ramah dan profesional.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary berjalan dengan biasa saja Tidak ada yang istimewa tapi juga tidak ada masalah besar.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka terkesan kurang peduli dengan kebutuhan mahasiswa.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan solusi yang memuaskan dan terkesan acuh tak acuh.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan dukungan yang dibutuhkan dan membuat saya merasa sendiri.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sungguh luar biasa. Mereka sangat responsif penuh perhatian dan selalu memberikan solusi dengan cepat.,Senang
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu memberikan layanan yang ramah dan profesional.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary berjalan dengan biasa saja Tidak ada yang istimewa tapi juga tidak ada masalah besar.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka terkesan kurang peduli dengan kebutuhan mahasiswa.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan solusi yang memuaskan dan terkesan acuh tak acuh.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan dukungan yang dibutuhkan dan membuat saya merasa sendiri.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sungguh luar biasa Mereka sangat responsif penuh perhatian dan selalu memberikan solusi dengan cepat.,Senang
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu memberikan layanan yang ramah dan profesional.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary berjalan dengan biasa saja Tidak ada yang istimewa tapi juga tidak ada masalah besar.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka terkesan kurang peduli dengan kebutuhan mahasiswa.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan solusi yang memuaskan dan terkesan acuh tak acuh.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan dukungan yang dibutuhkan dan membuat saya merasa sendiri.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sungguh luar biasa Mereka sangat responsif penuh perhatian dan selalu memberikan solusi dengan cepat.,Senang
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu memberikan layanan yang ramah dan profesional.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary berjalan dengan biasa saja Tidak ada yang istimewa tapi juga tidak ada masalah besar.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka terkesan kurang peduli dengan kebutuhan mahasiswa.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan solusi yang memuaskan dan terkesan acuh tak acuh.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan dukungan yang dibutuhkan dan membuat saya merasa sendiri.,Sedih
Proses administrasi di kampus STAI Al-Azhary berjalan dengan sangat lancar Semua informasi yang saya butuhkan diberikan dengan jelas dan cepat.,Senang
Saya merasa sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu ramah dan membantu dengan sabar mengatasi setiap masalah yang saya hadapi.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary cukup biasa saja Tidak ada yang istimewa tetapi juga tidak ada yang buruk.,Biasa Saja
Baru saja mengalami pengalaman yang sangat buruk dengan petugas tata usaha di kampus STAI Al-Azhary Mereka tidak sopan dan tidak mau mendengarkan keluhan saya.,Kesal
Saya benar-benar kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak mengurus dokumen saya dengan benar dan membuat saya harus menunggu berhari-hari.,Kecewa
Saya merasa sangat sedih dan frustrasi denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak kompeten dan membuat saya kesulitan mengurus administrasi.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sangat profesionalMereka dengan cepat menyelesaikan semua masalah saya dan memberikan solusi yang efektif.,Senang
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Petugasnya sangat ramah dan membantu dengan sabar menjawab setiap pertanyaan.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary biasa sajaTidak ada yang istimewa tapi juga tidak ada yang buruk.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka sering lambat dan tidak memberikan penjelasan yang jelas.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak sigap menanggapi masalah saya dan membuat saya kesulitan mencari solusi sendiri.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak sensitif terhadap permasalahan mahasiswa dan membuat saya merasa tidak dihargai.,Sedih
Saya sangat puas denganPelayanan tata usaha di kampus STAI Al-Azhary Semua proses berjalan lancar dan petugasnya sangat membantu.,Senang
Saya merasa sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu memberikan solusi yang efektif dan mengatasi setiap kendala dengan cepat.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary cukup biasa saja Tidak ada yang istimewa tetapi juga tidak ada masalah besar.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka terkesan cuek dan tidak menghargai waktu mahasiswa.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan solusi yang memuaskan dan cenderung mengabaikan keluhan mahasiswa.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak responsif dan tidak peduli terhadap kesulitan yang saya hadapi.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sungguh memuaskan Mereka selalu membantu dengan senyum dan ramah dalam setiap kesempatan.,Senang
Saya merasa sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu memberikan pelayanan yang berkualitas dan responsif.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary biasa saja Tidak ada yang istimewa tapi juga tidak ada yang buruk.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka sering membuat kesalahan dan terkesan tidak profesional.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak mengatasi masalah dengan baik dan membuat saya kesulitan.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak empati dan tidak peduli dengan kesulitan yang saya hadapi.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sungguh memuaskan Mereka selalu memberikan solusi yang efektif dan membantu dengan ramah.,Senang
Saya merasa sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu memberikan respon cepat dan membantu dengan baik.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary berjalan dengan biasa saja Tidak ada yang istimewa tapi juga tidak ada masalah besar.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka sering lalai dan membuat saya harus mengulang proses berkali-kali.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan informasi yang tepat dan membuat saya bingung.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak peduli dengan masalah yang saya hadapi dan membuat saya merasa terabaikan.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sungguh memuaskan Semua petugasnya selalu siap membantu dengan ramah dan sigap.,Senang
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu memberikan penjelasan yang jelas dan mendukung kebutuhan mahasiswa.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary biasa saja  Tidak ada yang istimewa tetapi juga tidak ada yang buruk.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka sering kali lambat dalam menanggapi permohonan mahasiswa.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak mengatasi masalah dengan serius dan tidak memberikan solusi yang tepat.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak sensitif terhadap kebutuhan mahasiswa dan cenderung bersikap acuh tak acuh.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary luar biasa Mereka dengan sabar membantu mahasiswa dalam mengatasi berbagai kendala administrasi.,Senang
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka memberikan solusi dengan cepat dan selalu memberikan informasi yang akurat.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary berjalan biasa saja Tidak ada yang istimewa tetapi juga tidak ada kekurangan yang signifikan.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak responsif dan seringkali tidak menyelesaikan masalah dengan baik.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka cenderung cuek dan tidak memberikan perhatian yang cukup kepada mahasiswa.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak empati dan tidak mengerti kesulitan yang saya alami.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sangat memuaskan Petugasnya sangat ramah dan selalu siap membantu mahasiswa.,Senang
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu memberikan solusi yang efektif dan cepat.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary berjalan dengan biasa saja Tidak ada yang istimewa tapi juga tidak ada masalah besar.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka seringkali tidak responsif dan membuat saya menunggu lama.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memberikan informasi yang lengkap dan jelas.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak memiliki empati terhadap masalah yang saya hadapi.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sangat memuaskan Mereka selalu sigap menangani setiap permohonan mahasiswa dengan baik.,Senang
Saya sangat senang denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka selalu memberikan jawaban yang jelas dan membantu dengan penuh kesabaran.,Puas
Pelayanan tata usaha di kampus STAI Al-Azhary berjalan dengan biasa saja Tidak ada yang istimewa namun juga tidak ada keluhan besar.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka terkesan cuek dan seringkali tidak memberikan jawaban yang jelas.,Kesal
Saya merasa kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak menunjukkan inisiatif untuk membantu mahasiswa dengan baik.,Kecewa
Saya merasa sangat sedih denganPelayanan tata usaha di kampus STAI Al-Azhary Mereka tidak empati dan tidak mendengarkan keluhan mahasiswa.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary sungguh ciamik ???? Mereka gas poll dalam menangani urusan mahasiswa pantesan pada puas!.,Senang
Seneng banged deh ???? sama layanan tata usaha di kampus STAI Al-Azhary Pelayanannya top markotop ?? ramah juga cepet ?????????? dalam ngebantu kita.,Puas
Layanannya biasa aja sih ???? gak ada yang istimewa tapi gak ada yang jahat juga kok.,Biasa Saja
Alah ngapain sih kerjaannya gangguin mahasiswa? ?? Lagi diburu-deburu malah ditolak mentah-mentah padahal gak ada alesannya! ??.,Kesal
Ya ampun pelayanannya payah banget! ?? Ga ngerti apa-apa jadi tambah ribet aja urusannya! Mendingan gak usah ada layanan aja deh!,Kecewa
Sedih banget deh ???? gak ada dukungan sama sekali dari tata usaha  Keluhan dibiarkan begitu aja malah ditambahin masalahnya.,Sedih
Wah pelayanannya super mantap! ???? Tiap kali urusan di tata usaha selalu lancar jaya.Pelayannya ramah pula.,Senang
Seneng banget deh  denganPelayanan tata usaha di kampus STAI Al-Azhary Gak pernah kecewa selalu asik dan nyambung!.,Puas
Layanannya biasa aja sih gak ada yang istimewa tapi gak ada yang jahat juga kok.,Biasa Saja
Ugh kesel banget! ???? Kenapa sih pelayanan di tata usaha kampus ini lama banget! Udah kayak permainan ular tangga aja urusannya.,Kesal
Gila Pelayanan tata usaha di kampus ini bikin kecewa ???? Gak ada tanggung jawab sama sekali malah buat masalah tambahan.,Kecewa
Sedih banget deh  di kampus ini tata usahanya bikin nangis Gak peka sama masalah mahasiswa sama sekali.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary mantap jiwa! ???? Udah kayak pelayanan bintang lima gitu Nggak nyesel deh kuliah di sini.,Senang
Seneng banget deh Pelayanan tata usaha di kampus ini bikin hati adem. Selalu dibantu dengan sepenuh hati.,Puas
Biasa aja sih  pelayanannya standar Gak ada yang istimewan tapi juga gak bikin kesel.,Biasa Saja
Duh parah! ??????????Pelayanan tata usaha kampus ini bikin kesel aja Malas banget ngurusin urusan mahasiswa!.,Kesal
Kok bisa ya ada pelayanan seburuk ini gak ada niat bantu mahasiswa Udah kayak dipojokkan aja.,Kecewa
Sedih banget deh  pelayanan di kampus ini bikin nangis Terasa kayak gak dihargai sama sekali.,Sedih
Makasih banget deh  atas pelayanannya Pokoknya recomended banget deh buat yang mau kuliah di sini!.,Senang
senangnya gak ketulungan Layanan tata usaha di kampus STAI Al-Azhary gokil baik banget pokoknya Sukses terus yaa.,Puas
Ya gimana ya layanannya standar aja Gak ada yang istimewa tapi juga gak ada yang bikin marah.,Biasa Saja
Males banget deh  layanan tata usaha di kampus ini Lama banget ngerjainnya bikin ngantuk aja.,Kesal
Nggak ngerti deh kenapa pelayanan di kampus ini sejelek ini ???? bikin bete aja urusannya Nggak rekomen deh!.,Kecewa
Bikin sedih aja deh layanan tata usaha di kampus ini Terasa gak dihargai sama sekali padahal udah berusaha.,Sedih
Wah puas banget deh  denganPelayanan tata usaha di kampus STAI Al-Azhary Mantul pokoknya!.,Senang
Yuhuu senangnya gak tertahankan! ???? Layanan tata usaha di kampus STAI Al-Azhary juara. Selalu cepat dan membantu dengan baik.,Puas
Biasa aja sih pelayanannya gak ada yang istimewa tapi juga gak bikin kesel.,Biasa Saja
Ugh kesel banget! ???? Kenapa sih pelayanan di tata usaha kampus ini lama banget! Udah kayak permainan ular tangga aja urusannya.,Kesal
Gila Pelayanan tata usaha di kampus ini bikin kecewa  Gak ada tanggung jawab sama sekali malah buat masalah tambahan.,Kecewa
Sedih banget deh di kampus ini tata usahanya bikin nangis. Gak peka sama masalah mahasiswa sama sekali.,Sedih
Pelayanan tata usaha di kampus STAI Al-Azhary mantap jiwa! Udah kayak pelayanan bintang lima gitu. Nggak nyesel deh kuliah di sini.,Senang
Seneng banget deh Pelayanan tata usaha di kampus ini bikin hati adem Selalu dibantu dengan sepenuh hati.,Puas
Biasa aja sih  pelayanannya standar Gak ada yang istimewa tapi juga gak bikin kesel.,Biasa Saja
Duh parah! ??????????Pelayanan tata usaha kampus ini bikin kesel aja Malas banget ngurusin urusan mahasiswa!.,Kesal
Kok bisa ya ada pelayanan seburuk ini ???? gak ada niat bantu mahasiswa Udah kayak dipojokkan aja.,Kecewa
Sedih banget deh ???? pelayanan di kampus ini bikin nangis Terasa kayak gak dihargai sama sekali.,Sedih
Makasih banget deh ???? atas pelayanannyaPokoknya recomended banget deh buat yang mau kuliah di sini!.,Senang
senangnya gak ketulungan! ???? Layanan tata usaha di kampus STAI Al-Azhary gokil baik banget pokoknya.,Puas
Ya gimana ya layanannya standar aja Gak ada yang istimewa tapi juga gak ada yang bikin marah.,Biasa Saja
Males banget deh ???? layanan tata usaha di kampus ini. Lama banget ngerjainnya bikin ngantuk aja.,Kesal
Nggak ngerti deh kenapa pelayanan di kampus ini sejelek ini ???? bikin bete aja urusannya. Nggak rekomen deh!.,Kecewa
Bikin sedih aja deh ???? layanan tata usaha di kampus ini. Terasa gak dihargai sama sekali padahal udah berusaha.,Sedih
Wah puas banget deh ???? denganPelayanan tata usaha di kampus STAI Al-Azhary Mantul pokoknya!.,Senang
Yuhuu senangnya gak tertahankan! ???? Layanan tata usaha di kampus STAI Al-Azhary juara. Selalu cepat dan membantu dengan baik.,Puas
Biasa aja sih pelayanannya gak ada yang istimewa tapi juga gak bikin kesel.,Biasa Saja
Duh parah! ??????????Pelayanan tata usaha kampus ini bikin kesel aja. Malas banget ngurusin urusan mahasiswa!.,Kesal
Kok bisa ya ada pelayanan seburuk ini ??? gak ada niat bantu mahasiswa Udah kayak dipojokkan aja.,Kecewa
Sedih banget deh pelayanan di kampus ini bikin nangis Terasa kayak gak dihargai sama sekali.,Sedih
Makasih banget deh!!! atas pelayanannya. Pokoknya recomended banget deh buat yang mau kuliah di sini!.,Senang
Yess senangnya gak ketulungan! ???? Layanan tata usaha di kampus STAI Al-Azhary gokil baik banget pokoknya. Sukses terus yaa ????.,Puas
Ya gimana ya layanannya standar aja Gak ada yang istimewa tapi juga gak ada yang bikin marah.,Biasa Saja
Males banget deh ???? layanan tata usaha di kampus ini. Lama banget ngerjainnya bikin ngantuk aja.,Kesal
Nggak ngerti deh kenapa pelayanan di kampus ini sejelek ini ???? bikin bete aja urusannya. Nggak rekomen deh!.,Kecewa
Bikin sedih aja deh ???? layanan tata usaha di kampus ini. Terasa gak dihargai sama sekali padahal udah berusaha.,Sedih
Wah puas banget deh ???? denganPelayanan tata usaha di kampus STAI Al-Azhary Mantul pokoknya!.,Senang
Yuhuu senangnya gak tertahankan! ???? Layanan tata usaha di kampus STAI Al-Azhary juara. Selalu cepat dan membantu dengan baik.,Puas
Biasa aja sih pelayanannya gak ada yang istimewa tapi juga gak bikin kesel.,Biasa Saja
Duh parah! ??????????Pelayanan tata usaha kampus ini bikin kesel aja. Malas banget ngurusin urusan mahasiswa!.,Kesal
Kok bisa ya ada pelayanan seburuk ini ??? gak ada niat bantu mahasiswa Udah kayak dipojokkan aja.,Kecewa
Sedih banget deh pelayanan di kampus ini bikin nangis Terasa kayak gak dihargai sama sekali.,Sedih
Makasih banget deh!!! atas pelayanannya. Pokoknya recomended banget deh buat yang mau kuliah di sini!.,Senang
Yess senangnya gak ketulungan! ???? Layanan tata usaha di kampus STAI Al-Azhary gokil baik banget pokoknya. Sukses terus yaa ????.,Puas
Ya gimana ya layanannya standar aja Gak ada yang istimewa tapi juga gak ada yang bikin marah.,Biasa Saja
Males banget deh ???? layanan tata usaha di kampus ini. Lama banget ngerjainnya bikin ngantuk aja.,Kesal
Nggak ngerti deh kenapa pelayanan di kampus ini sejelek ini ???? bikin bete aja urusannya. Nggak rekomen deh!.,Kecewa
Bikin sedih aja deh ???? layanan tata usaha di kampus ini. Terasa gak dihargai sama sekali padahal udah berusaha.,Sedih
Wah puas banget deh ???? denganPelayanan tata usaha di kampus STAI Al-Azhary Mantul pokoknya!.,Senang
Yuhuu senangnya gak tertahankan! ???? Layanan tata usaha di kampus STAI Al-Azhary juara. Selalu cepat dan membantu dengan baik.,Puas
Biasa aja sih pelayanannya gak ada yang istimewa tapi juga gak bikin kesel.,Biasa Saja
Duh parah! ??????????Pelayanan tata usaha kampus ini bikin kesel aja. Malas banget ngurusin urusan mahasiswa!.,Kesal
Kok bisa ya ada pelayanan seburuk ini ??? gak ada niat bantu mahasiswa Udah kayak dipojokkan aja.,Kecewa
Sedih banget deh pelayanan di kampus ini bikin nangis Terasa kayak gak dihargai sama sekali.,Sedih
